objectIndex,max_jf,can_rwIds,ed_rwIds
201800000984,1,32030001,32030001
201800001006,40,"32030001,32030002,32030003","32030001,32030002,32030003"
201800001011,10,"32030001,32030002","32030001,32030002"
201800001036,20,"32030001,32030002","32030001,32030002"
201800001066,20,"32030001,32030002",NULL
201800001336,40,"32030001,32030002,32030003","32030001,32030002,32030003"
201800001356,25,"32030001,32030002","32030001,32030002"
201800001390,30,"32030001,32030002,32030003","32030001,32030002,32030003"
201800001473,64,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201800001648,12,"32030001,32030002","32030001,32030002"
201800001713,90,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
201800001773,2,32030001,32030001
201800002043,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201800002216,30,"32030001,32030002,32030003","32030001,32030002,32030003"
201800002237,51,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201800002348,2,32030001,32030001
201800002354,81,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
201800002355,8,32030001,32030001
201800002383,22,"32030001,32030002","32030001,32030002"
201800002728,51,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201800002729,30,"32030001,32030002,32030003","32030001,32030002,32030003"
201800002747,10,"32030001,32030002","32030001,32030002"
201800002854,1,32030001,32030001
201800002898,13,"32030001,32030002","32030001,32030002"
201800002914,20,"32030001,32030002","32030001,32030002"
201800002946,53,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201800003070,30,"32030001,32030002,32030003","32030001,32030002,32030003"
201800003236,11,"32030001,32030002","32030001,32030002"
201800003563,1,32030001,32030001
201800003986,35,"32030001,32030002,32030003","32030001,32030002,32030003"
201800004213,4,32030001,32030001
201800004281,16,"32030001,32030002","32030001,32030002"
201800004386,37,"32030001,32030002,32030003","32030001,32030002,32030003"
201800004533,40,"32030001,32030002,32030003","32030001,32030002,32030003"
201800004608,12,"32030001,32030002","32030001,32030002"
201800004636,104,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
201800004647,2,32030001,32030001
201800004913,10,"32030001,32030002","32030001,32030002"
201800005012,20,"32030001,32030002","32030001,32030002"
201800005286,42,"32030001,32030002,32030003","32030001,32030002,32030003"
201800005332,20,"32030001,32030002","32030001,32030002"
201800005511,14,"32030001,32030002",NULL
201800005554,10,"32030001,32030002","32030001,32030002"
201800005843,21,"32030001,32030002","32030001,32030002"
201800005861,43,"32030001,32030002,32030003","32030001,32030002,32030003"
201800005887,1,32030001,32030001
201800005914,20,"32030001,32030002",NULL
201800005967,30,"32030001,32030002,32030003","32030001,32030002,32030003"
201800005970,30,"32030001,32030002,32030003","32030001,32030002"
201800006001,1,32030001,32030001
201800006250,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
201800006605,9,32030001,32030001
201800006660,22,"32030001,32030002","32030001,32030002"
201800007026,162,"32030001,32030002,32030003,32030004,32030005,32030006,32030007",NULL
201800007177,52,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201800007317,10,"32030001,32030002",NULL
201800007357,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004"
201800007424,25,"32030001,32030002","32030001,32030002"
201800007558,1,32030001,32030001
201800007594,1,32030001,32030001
201800007597,10,"32030001,32030002","32030001,32030002"
201800007654,42,"32030001,32030002,32030003","32030001,32030002,32030003"
201800007890,20,"32030001,32030002","32030001,32030002"
201800007891,61,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201800007951,12,"32030001,32030002",NULL
201800008181,2,32030001,32030001
201800008202,120,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
201800008741,20,"32030001,32030002","32030001,32030002"
201800008899,30,"32030001,32030002,32030003",32030003
201800009073,10,"32030001,32030002","32030001,32030002"
201800009227,20,"32030001,32030002","32030001,32030002"
201800009370,52,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201800009482,30,"32030001,32030002,32030003","32030001,32030002,32030003"
201800009519,20,"32030001,32030002","32030001,32030002"
201800009651,1,32030001,32030001
201800009676,10,"32030001,32030002","32030001,32030002"
201800009747,35,"32030001,32030002,32030003","32030001,32030002,32030003"
201800009778,3,32030001,32030001
201800009820,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
201800009848,28,"32030001,32030002","32030001,32030002"
201800009850,100,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
201800009891,26,"32030001,32030002","32030001,32030002"
201800010098,20,"32030001,32030002","32030001,32030002"
201800010377,10,"32030001,32030002","32030001,32030002"
201800010447,1,32030001,32030001
201800010486,54,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201800010612,12,"32030001,32030002","32030001,32030002"
201800011114,30,"32030001,32030002,32030003","32030001,32030002,32030003"
201800011119,7,32030001,32030001
201800011482,30,"32030001,32030002,32030003","32030001,32030002,32030003"
201800011587,10,"32030001,32030002",32030002
201800011789,109,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
201800011876,54,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201800012449,71,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201800012765,28,"32030001,32030002","32030001,32030002"
201800012924,30,"32030001,32030002,32030003","32030001,32030002,32030003"
201800012994,12,"32030001,32030002",NULL
201800013012,90,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
201800013074,53,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201800013203,10,"32030001,32030002","32030001,32030002"
201800013247,41,"32030001,32030002,32030003","32030001,32030002,32030003"
201800013475,1,32030001,32030001
201800013905,11,"32030001,32030002","32030001,32030002"
201800014445,20,"32030001,32030002","32030001,32030002"
201800014697,12,"32030001,32030002","32030001,32030002"
201800015206,10,"32030001,32030002","32030001,32030002"
201800015239,2,32030001,32030001
201800015503,15,"32030001,32030002","32030001,32030002"
201800015579,30,"32030001,32030002,32030003","32030001,32030002,32030003"
201800015730,1,32030001,32030001
201800015910,86,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
201800016287,10,"32030001,32030002","32030001,32030002"
201800016378,3,32030001,32030001
201800016706,30,"32030001,32030002,32030003","32030001,32030002,32030003"
201800016783,3,32030001,32030001
201800017243,4,32030001,32030001
201800017867,30,"32030001,32030002,32030003","32030001,32030002,32030003"
201800017898,11,"32030001,32030002","32030001,32030002"
201800018059,23,"32030001,32030002","32030001,32030002"
201800018313,12,"32030001,32030002","32030001,32030002"
201800019360,21,"32030001,32030002","32030001,32030002"
201800019601,127,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
201800021119,111,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
201800021245,180,"32030001,32030002,32030003,32030004,32030005,32030006,32030007","32030001,32030002,32030003,32030004,32030005,32030006,32030007"
201800021727,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201800022437,21,"32030001,32030002","32030001,32030002"
201800022780,30,"32030001,32030002,32030003","32030001,32030002,32030003"
201800023609,41,"32030001,32030002,32030003","32030001,32030002,32030003"
201800024270,10,"32030001,32030002","32030001,32030002"
201800024340,4,32030001,32030001
201800024366,2,32030001,32030001
201800024646,41,"32030001,32030002,32030003","32030001,32030002"
201800024719,12,"32030001,32030002","32030001,32030002"
201800024732,10,"32030001,32030002","32030001,32030002"
201800024750,40,"32030001,32030002,32030003","32030001,32030002,32030003"
201800025088,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
201800025475,21,"32030001,32030002","32030001,32030002"
201800025649,1,32030001,32030001
201800025822,10,"32030001,32030002",NULL
201800026231,10,"32030001,32030002","32030001,32030002"
201800027133,61,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201800027234,30,"32030001,32030002,32030003","32030001,32030002,32030003"
201800027533,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201800027534,30,"32030001,32030002,32030003",NULL
201800027613,10,"32030001,32030002","32030001,32030002"
201800027758,1,32030001,32030001
201800027790,13,"32030001,32030002",NULL
201800027799,11,"32030001,32030002",NULL
201800028045,14,"32030001,32030002",NULL
201800028360,18,"32030001,32030002","32030001,32030002"
201800028464,20,"32030001,32030002","32030001,32030002"
201800028479,10,"32030001,32030002","32030001,32030002"
201800028710,11,"32030001,32030002","32030001,32030002"
201800028986,10,"32030001,32030002","32030001,32030002"
201800029533,30,"32030001,32030002,32030003","32030001,32030002,32030003"
201800029540,30,"32030001,32030002,32030003","32030001,32030002,32030003"
201800029620,20,"32030001,32030002",NULL
201800029644,20,"32030001,32030002","32030001,32030002"
201800030209,20,"32030001,32030002","32030001,32030002"
201800030245,7,32030001,32030001
201800030251,1,32030001,NULL
201800030279,30,"32030001,32030002,32030003","32030001,32030002,32030003"
201800030287,61,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201800030290,10,"32030001,32030002","32030001,32030002"
201800030299,20,"32030001,32030002","32030001,32030002"
201800030319,101,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
201800030350,21,"32030001,32030002","32030001,32030002"
201800030352,79,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201800030372,20,"32030001,32030002","32030001,32030002"
201800030374,14,"32030001,32030002","32030001,32030002"
201800030376,98,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
201800030381,22,"32030001,32030002","32030001,32030002"
201900000056,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201900000066,6,32030001,32030001
201900000100,1,32030001,32030001
201900000112,14,"32030001,32030002","32030001,32030002"
201900000153,24,"32030001,32030002","32030001,32030002"
201900000202,31,"32030001,32030002,32030003","32030001,32030002,32030003"
201900000226,40,"32030001,32030002,32030003","32030001,32030002,32030003"
201900000250,1,32030001,NULL
201900000263,157,"32030001,32030002,32030003,32030004,32030005,32030006,32030007","32030001,32030002,32030003,32030004,32030005,32030006,32030007"
201900000291,16,"32030001,32030002","32030001,32030002"
201900000301,11,"32030001,32030002","32030001,32030002"
201900000569,30,"32030001,32030002,32030003",NULL
201900000641,40,"32030001,32030002,32030003","32030001,32030002,32030003"
201900000769,30,"32030001,32030002,32030003","32030001,32030002,32030003"
201900000865,20,"32030001,32030002","32030001,32030002"
201900000871,10,"32030001,32030002","32030001,32030002"
201900001026,1,32030001,32030001
201900001063,12,"32030001,32030002","32030001,32030002"
201900001101,33,"32030001,32030002,32030003","32030001,32030002,32030003"
201900001146,11,"32030001,32030002","32030001,32030002"
201900001213,10,"32030001,32030002","32030001,32030002"
201900001323,100,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
201900001372,11,"32030001,32030002","32030001,32030002"
201900001605,10,"32030001,32030002","32030001,32030002"
201900001627,11,"32030001,32030002","32030001,32030002"
201900001637,73,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201900001665,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201900001763,41,"32030001,32030002,32030003","32030001,32030002,32030003"
201900002115,1,32030001,32030001
201900002369,65,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201900002455,10,"32030001,32030002","32030001,32030002"
201900002633,33,"32030001,32030002,32030003","32030001,32030002,32030003"
201900002785,30,"32030001,32030002,32030003","32030001,32030002,32030003"
201900002790,1,32030001,32030001
201900002874,21,"32030001,32030002","32030001,32030002"
201900002959,1,32030001,32030001
201900002982,73,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201900003267,11,"32030001,32030002",NULL
201900003394,22,"32030001,32030002","32030001,32030002"
201900003883,13,"32030001,32030002",32030001
201900003940,102,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
201900003978,33,"32030001,32030002,32030003","32030001,32030002,32030003"
201900003992,22,"32030001,32030002","32030001,32030002"
201900004013,1,32030001,32030001
201900004116,53,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
201900004144,61,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
