objectIndex,max_jf,can_rwIds,ed_rwIds
217300004649,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010",NULL
217300004791,10,"32030001,32030002","32030001,32030002"
217300004816,24,"32030001,32030002","32030001,32030002"
217300004965,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217300005079,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217300005109,2,32030001,32030001
217300005150,1,32030001,32030001
217300005162,10,"32030001,32030002","32030001,32030002"
217300005226,27,"32030001,32030002","32030001,32030002"
217300005240,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217300005275,34,"32030001,32030002,32030003","32030001,32030002,32030003"
217300005336,121,"32030001,32030002,32030003,32030004,32030005,32030006",NULL
217300005423,10,"32030001,32030002",NULL
217300005517,80,"32030001,32030002,32030003,32030004,32030005",NULL
217300005791,26,"32030001,32030002","32030001,32030002"
217300005805,1,32030001,32030001
217300005815,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
217300005928,22,"32030001,32030002","32030001,32030002"
217300005957,200,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008"
217300006000,12,"32030001,32030002","32030001,32030002"
217300006017,55,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217300006065,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217300006163,20,"32030001,32030002","32030001,32030002"
217300006218,301,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
217300006258,3,32030001,32030001
217300006364,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003"
217300006673,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217300006964,15,"32030001,32030002",NULL
217300007209,10,"32030001,32030002",NULL
217300007344,33,"32030001,32030002,32030003","32030001,32030002,32030003"
217300007587,11,"32030001,32030002","32030001,32030002"
217300007634,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217300007650,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
217300007978,10,"32030001,32030002",NULL
217300008095,10,"32030001,32030002","32030001,32030002"
217300008107,1,32030001,32030001
217300008423,20,"32030001,32030002","32030001,32030002"
217300008521,12,"32030001,32030002","32030001,32030002"
217300008660,10,"32030001,32030002",NULL
217300008686,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
217300009294,22,"32030001,32030002","32030001,32030002"
217300009423,63,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217300009697,20,"32030001,32030002","32030001,32030002"
217300009819,70,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217300010452,10,"32030001,32030002",NULL
217300011079,30,"32030001,32030002,32030003",NULL
217300011456,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
217300011693,10,"32030001,32030002","32030001,32030002"
217300012252,31,"32030001,32030002,32030003","32030001,32030002,32030003"
217300012368,11,"32030001,32030002","32030001,32030002"
217300012973,121,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
217300013147,10,"32030001,32030002","32030001,32030002"
217300013352,1,32030001,32030001
217300013758,68,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217300013768,10,"32030001,32030002","32030001,32030002"
217300013966,41,"32030001,32030002,32030003","32030001,32030002,32030003"
217300014029,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
217300014144,55,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217300014197,1,32030001,NULL
217300014253,19,"32030001,32030002","32030001,32030002"
217300014263,12,"32030001,32030002","32030001,32030002"
217300014301,10,"32030001,32030002","32030001,32030002"
217300014594,1,32030001,NULL
217300014980,20,"32030001,32030002","32030001,32030002"
217300015109,6,32030001,32030001
217300015134,20,"32030001,32030002","32030001,32030002"
217300015595,70,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217300015854,51,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217300016355,1,32030001,32030001
217300016402,12,"32030001,32030002",NULL
217300016597,19,"32030001,32030002","32030001,32030002"
217300017674,1,32030001,32030001
217300017760,10,"32030001,32030002","32030001,32030002"
217300018482,5,32030001,32030001
217300018579,10,"32030001,32030002",NULL
217300019239,20,"32030001,32030002","32030001,32030002"
217300019397,20,"32030001,32030002","32030001,32030002"
217300020408,21,"32030001,32030002","32030001,32030002"
217300020731,19,"32030001,32030002",NULL
217300021068,11,"32030001,32030002","32030001,32030002"
217300021198,10,"32030001,32030002","32030001,32030002"
217300021321,21,"32030001,32030002",NULL
217300022008,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217300023011,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217300023579,8,32030001,32030001
217300024161,14,"32030001,32030002","32030001,32030002"
217300024200,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217300024338,36,"32030001,32030002,32030003","32030001,32030002,32030003"
217300024611,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217300024785,22,"32030001,32030002","32030001,32030002"
217300024993,31,"32030001,32030002,32030003","32030001,32030002,32030003"
217300025242,32,"32030001,32030002,32030003","32030001,32030002,32030003"
217300025355,40,"32030001,32030002,32030003","32030002,32030003"
217300025906,10,"32030001,32030002",NULL
217300026167,34,"32030001,32030002,32030003","32030001,32030002,32030003"
217300026319,27,"32030001,32030002","32030001,32030002"
217300026944,49,"32030001,32030002,32030003","32030001,32030002,32030003"
217300027139,4,32030001,32030001
217300027584,12,"32030001,32030002","32030001,32030002"
217300027907,31,"32030001,32030002,32030003","32030001,32030002,32030003"
217300028015,11,"32030001,32030002","32030001,32030002"
217300028490,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217300028651,14,"32030001,32030002","32030001,32030002"
217300029643,10,"32030001,32030002","32030001,32030002"
217300030219,22,"32030001,32030002","32030001,32030002"
217300030337,43,"32030001,32030002,32030003","32030001,32030002,32030003"
217300030354,28,"32030001,32030002","32030001,32030002"
217300030355,10,"32030001,32030002",NULL
217300030364,20,"32030001,32030002","32030001,32030002"
217300030366,12,"32030001,32030002","32030001,32030002"
217300030378,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217300030404,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217300030409,59,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217300030411,31,"32030001,32030002,32030003","32030001,32030002,32030003"
217300030420,181,"32030001,32030002,32030003,32030004,32030005,32030006,32030007","32030001,32030002,32030003,32030004,32030005,32030006,32030007"
217300030425,2,32030001,32030001
217300030437,10,"32030001,32030002","32030001,32030002"
217300030438,22,"32030001,32030002","32030001,32030002"
217300030442,51,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217300030444,12,"32030001,32030002","32030001,32030002"
217400000043,10,"32030001,32030002","32030001,32030002"
217400000090,18,"32030001,32030002","32030001,32030002"
217400000093,11,"32030001,32030002","32030001,32030002"
217400000105,10,"32030001,32030002","32030001,32030002"
217400000116,17,"32030001,32030002","32030001,32030002"
217400000121,10,"32030001,32030002","32030001,32030002"
217400000140,10,"32030001,32030002","32030001,32030002"
217400000294,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217400000299,4,32030001,32030001
217400000307,1,32030001,32030001
217400000368,10,"32030001,32030002","32030001,32030002"
217400000371,20,"32030001,32030002","32030001,32030002"
217400000390,3,32030001,32030001
217400000396,10,"32030001,32030002","32030001,32030002"
217400000432,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217400000435,37,"32030001,32030002,32030003","32030001,32030002,32030003"
217400000458,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217400000520,110,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217400000559,10,"32030001,32030002","32030001,32030002"
217400000601,21,"32030001,32030002","32030001,32030002"
217400000603,1,32030001,32030001
217400000612,31,"32030001,32030002,32030003","32030001,32030002,32030003"
217400000639,80,"32030001,32030002,32030003,32030004,32030005",NULL
217400000690,1,32030001,32030001
217400000773,35,"32030001,32030002,32030003","32030001,32030002,32030003"
217400000795,89,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217400000818,20,"32030001,32030002","32030001,32030002"
217400000840,31,"32030001,32030002,32030003","32030001,32030002,32030003"
217400000850,10,"32030001,32030002","32030001,32030002"
217400000855,11,"32030001,32030002","32030001,32030002"
217400000907,10,"32030001,32030002","32030001,32030002"
217400000914,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217400000991,21,"32030001,32030002","32030001,32030002"
217400001001,54,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217400001014,37,"32030001,32030002,32030003","32030001,32030002,32030003"
217400001019,1,32030001,32030001
217400001057,4,32030001,32030001
217400001064,1,32030001,32030001
217400001314,1,32030001,NULL
217400001326,74,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217400001334,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217400001337,171,"32030001,32030002,32030003,32030004,32030005,32030006,32030007","32030001,32030002,32030003,32030004,32030005,32030006,32030007"
217400001675,22,"32030001,32030002","32030001,32030002"
217400001797,2,32030001,32030001
217400001836,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217400001858,42,"32030001,32030002,32030003","32030001,32030002,32030003"
217400001912,120,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
217400001920,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217400002018,1,32030001,32030001
217400002019,34,"32030001,32030002,32030003","32030001,32030002,32030003"
217400002059,1,32030001,NULL
217400002062,25,"32030001,32030002","32030001,32030002"
217400002103,11,"32030001,32030002","32030001,32030002"
217400002161,3,32030001,32030001
217400002226,10,"32030001,32030002","32030001,32030002"
217400002239,10,"32030001,32030002","32030001,32030002"
217400002320,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217400002377,90,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217400002462,18,"32030001,32030002","32030001,32030002"
217400002489,1,32030001,32030001
217400002578,1,32030001,32030001
217400002832,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
217400002927,8,32030001,32030001
217400002970,62,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217400003124,10,"32030001,32030002","32030001,32030002"
217400003181,10,"32030001,32030002","32030001,32030002"
217400004209,1,32030001,32030001
217400004318,1,32030001,32030001
217400004530,150,"32030001,32030002,32030003,32030004,32030005,32030006,32030007","32030001,32030002,32030003,32030004,32030005,32030006"
217400004604,1,32030001,32030001
217400004763,230,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008"
217400004799,1,32030001,32030001
217400004801,10,"32030001,32030002","32030001,32030002"
217400004856,21,"32030001,32030002","32030001,32030002"
217400004886,53,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217400005148,10,"32030001,32030002","32030001,32030002"
217400005251,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
217400005412,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217400005598,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217400005885,23,"32030001,32030002","32030001,32030002"
217400005930,34,"32030001,32030002,32030003","32030001,32030002,32030003"
217400005992,10,"32030001,32030002","32030001,32030002"
217400006077,33,"32030001,32030002,32030003","32030001,32030002,32030003"
217400006107,3,32030001,NULL
217400006119,301,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
217400006267,10,"32030001,32030002","32030001,32030002"
217400006370,41,"32030001,32030002,32030003","32030001,32030002,32030003"
217400006410,33,"32030001,32030002,32030003","32030001,32030002,32030003"
217400006448,10,"32030001,32030002","32030001,32030002"
217400006506,10,"32030001,32030002",NULL
217400007071,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217400007458,1,32030001,32030001
217400007569,10,"32030001,32030002","32030001,32030002"
217400008015,130,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
217400008283,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010",NULL
217400008452,10,"32030001,32030002","32030001,32030002"
217400008689,1,32030001,32030001
217400008883,163,"32030001,32030002,32030003,32030004,32030005,32030006,32030007",NULL
217400009326,54,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217400009372,81,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217400009578,22,"32030001,32030002","32030001,32030002"
217400009768,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217400010360,10,"32030001,32030002","32030001,32030002"
217400010440,10,"32030001,32030002","32030001,32030002"
217400010471,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217400010923,2,32030001,32030001
217400011359,32,"32030001,32030002,32030003","32030001,32030002,32030003"
217400011414,100,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217400011813,101,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217400012654,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217400013365,42,"32030001,32030002,32030003","32030001,32030002,32030003"
217400013373,2,32030001,32030001
217400013445,10,"32030001,32030002",NULL
217400014237,260,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009"
217400014365,70,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217400014476,14,"32030001,32030002","32030001,32030002"
217400014618,3,32030001,32030001
217400014675,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217400014751,16,"32030001,32030002","32030001,32030002"
217400014969,1,32030001,32030001
217400015202,1,32030001,32030001
217400015498,11,"32030001,32030002",NULL
217400015731,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217400015801,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217400015978,10,"32030001,32030002","32030001,32030002"
217400016542,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217400017427,15,"32030001,32030002","32030001,32030002"
217400017747,44,"32030001,32030002,32030003","32030001,32030002,32030003"
217400018146,33,"32030001,32030002,32030003","32030001,32030002,32030003"
217400019015,90,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217400019139,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217400019411,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217400019457,10,"32030001,32030002",32030002
217400020605,11,"32030001,32030002",32030001
217400020780,10,"32030001,32030002","32030001,32030002"
217400020921,1,32030001,NULL
217400020936,2,32030001,32030001
217400020960,305,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
217400021056,10,"32030001,32030002","32030001,32030002"
217400021202,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217400021217,1,32030001,32030001
217400021821,1,32030001,32030001
217400022587,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217400022690,38,"32030001,32030002,32030003","32030001,32030002,32030003"
217400023771,3,32030001,32030001
217400024060,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217400024064,10,"32030001,32030002","32030001,32030002"
217400024148,81,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217400024411,26,"32030001,32030002","32030001,32030002"
217400024994,2,32030001,32030001
217400025119,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217400025206,20,"32030001,32030002","32030001,32030002"
217400025359,17,"32030001,32030002","32030001,32030002"
217400025591,22,"32030001,32030002","32030001,32030002"
217400025953,75,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217400026574,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217400026697,12,"32030001,32030002","32030001,32030002"
217400027060,91,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217400027762,33,"32030001,32030002,32030003","32030001,32030002,32030003"
217400028330,10,"32030001,32030002","32030001,32030002"
217400028932,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217400029678,94,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217400029908,10,"32030001,32030002","32030001,32030002"
217400030033,10,"32030001,32030002",NULL
217400030042,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217400030188,1,32030001,32030001
217400030219,36,"32030001,32030002,32030003","32030001,32030002,32030003"
217400030433,71,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217400030439,21,"32030001,32030002","32030001,32030002"
217400030441,40,"32030001,32030002,32030003",NULL
217400030443,11,"32030001,32030002","32030001,32030002"
217400030468,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217400030480,10,"32030001,32030002",NULL
217400030494,10,"32030001,32030002","32030001,32030002"
217400030496,2,32030001,32030001
217400030515,2,32030001,32030001
217400030516,26,"32030001,32030002","32030001,32030002"
217400030548,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217400030553,70,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217400030554,52,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500000009,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217500000015,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217500000024,7,32030001,32030001
217500000031,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500000080,5,32030001,NULL
217500000083,26,"32030001,32030002","32030001,32030002"
217500000145,1,32030001,32030001
217500000202,20,"32030001,32030002","32030001,32030002"
217500000208,33,"32030001,32030002,32030003","32030001,32030002,32030003"
217500000277,64,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500000360,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217500000400,1,32030001,32030001
217500000426,10,"32030001,32030002","32030001,32030002"
217500000485,63,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500000493,10,"32030001,32030002",32030002
217500000523,10,"32030001,32030002",NULL
217500000542,50,"32030001,32030002,32030003,32030004",NULL
217500000583,31,"32030001,32030002,32030003","32030001,32030002,32030003"
217500000588,40,"32030001,32030002,32030003","32030001,32030002"
217500000678,36,"32030001,32030002,32030003","32030001,32030002,32030003"
217500000685,1,32030001,32030001
217500000859,10,"32030001,32030002","32030001,32030002"
217500000879,2,32030001,32030001
217500000886,10,"32030001,32030002","32030001,32030002"
217500000932,6,32030001,NULL
217500000947,15,"32030001,32030002","32030001,32030002"
217500000953,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500001060,2,32030001,32030001
217500001128,22,"32030001,32030002","32030001,32030002"
217500001137,10,"32030001,32030002",NULL
217500001179,10,"32030001,32030002","32030001,32030002"
217500001187,31,"32030001,32030002,32030003","32030001,32030002,32030003"
217500001237,120,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
217500001470,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217500001619,5,32030001,32030001
217500001755,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217500001923,1,32030001,32030001
217500002317,14,"32030001,32030002","32030001,32030002"
217500002377,1,32030001,32030001
217500002435,22,"32030001,32030002","32030001,32030002"
217500002467,21,"32030001,32030002","32030001,32030002"
217500002622,120,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
217500002681,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217500002695,5,32030001,NULL
217500003132,48,"32030001,32030002,32030003","32030001,32030002,32030003"
217500003267,10,"32030001,32030002","32030001,32030002"
217500003335,10,"32030001,32030002","32030001,32030002"
217500003401,20,"32030001,32030002","32030001,32030002"
217500003415,64,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500003514,10,"32030001,32030002",NULL
217500003520,21,"32030001,32030002","32030001,32030002"
217500003734,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217500003750,10,"32030001,32030002","32030001,32030002"
217500003799,10,"32030001,32030002","32030001,32030002"
217500003949,20,"32030001,32030002","32030001,32030002"
217500004086,1,32030001,32030001
217500004305,81,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217500004330,15,"32030001,32030002","32030001,32030002"
217500004393,85,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217500004468,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500004564,10,"32030001,32030002",NULL
217500004579,10,"32030001,32030002","32030001,32030002"
217500004603,22,"32030001,32030002","32030001,32030002"
217500004754,21,"32030001,32030002","32030001,32030002"
217500005049,16,"32030001,32030002","32030001,32030002"
217500005128,10,"32030001,32030002",NULL
217500005151,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217500005380,41,"32030001,32030002,32030003","32030001,32030002,32030003"
217500005415,110,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217500005420,10,"32030001,32030002","32030001,32030002"
217500005497,10,"32030001,32030002","32030001,32030002"
217500005510,19,"32030001,32030002","32030001,32030002"
217500005558,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217500005585,53,"32030001,32030002,32030003,32030004","32030001,32030002,32030003"
217500005705,20,"32030001,32030002","32030001,32030002"
217500005718,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
217500005927,10,"32030001,32030002",NULL
217500005959,10,"32030001,32030002",NULL
217500005964,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
217500005982,10,"32030001,32030002",NULL
217500006140,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217500006172,40,"32030001,32030002,32030003","32030001,32030002,32030003"
217500006228,24,"32030001,32030002","32030001,32030002"
217500006229,10,"32030001,32030002","32030001,32030002"
217500006235,21,"32030001,32030002","32030001,32030002"
217500006278,11,"32030001,32030002","32030001,32030002"
217500006565,33,"32030001,32030002,32030003","32030001,32030002,32030003"
217500007043,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500007408,10,"32030001,32030002","32030001,32030002"
217500007498,11,"32030001,32030002",NULL
217500007557,66,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500007715,301,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
217500007747,10,"32030001,32030002","32030001,32030002"
217500007839,13,"32030001,32030002","32030001,32030002"
217500007912,301,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010",NULL
217500008283,301,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010",NULL
217500008321,62,"32030001,32030002,32030003,32030004",NULL
217500008879,301,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
217500009178,2,32030001,32030001
217500009548,20,"32030001,32030002","32030001,32030002"
217500010223,31,"32030001,32030002,32030003",NULL
217500010344,62,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500011129,10,"32030001,32030002","32030001,32030002"
217500011168,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500011632,1,32030001,32030001
217500012110,20,"32030001,32030002","32030001,32030002"
217500012173,224,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008"
217500012181,31,"32030001,32030002,32030003","32030001,32030002,32030003"
217500012408,66,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500012468,1,32030001,32030001
217500012489,57,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500012569,20,"32030001,32030002","32030001,32030002"
217500012618,160,"32030001,32030002,32030003,32030004,32030005,32030006,32030007","32030001,32030002,32030003,32030004,32030005,32030006,32030007"
217500012760,20,"32030001,32030002","32030001,32030002"
217500013435,20,"32030001,32030002","32030001,32030002"
217500013879,23,"32030001,32030002","32030001,32030002"
217500013957,10,"32030001,32030002",32030002
217500014059,1,32030001,32030001
217500014369,10,"32030001,32030002",NULL
217500014607,6,32030001,32030001
217500014677,10,"32030001,32030002",32030002
217500014721,20,"32030001,32030002","32030001,32030002"
217500014776,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217500015824,72,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500015855,24,"32030001,32030002","32030001,32030002"
217500016392,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500016660,6,32030001,32030001
217500017353,2,32030001,32030001
217500018767,45,"32030001,32030002,32030003","32030001,32030002,32030003"
217500019010,10,"32030001,32030002","32030001,32030002"
217500019741,11,"32030001,32030002","32030001,32030002"
217500021131,10,"32030001,32030002","32030001,32030002"
217500021146,1,32030001,32030001
217500021288,52,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500021413,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
217500022108,60,"32030001,32030002,32030003,32030004",NULL
217500022178,6,32030001,32030001
217500022247,27,"32030001,32030002","32030001,32030002"
217500023335,10,"32030001,32030002","32030001,32030002"
217500024162,10,"32030001,32030002","32030001,32030002"
217500024388,40,"32030001,32030002,32030003","32030001,32030002"
217500024434,2,32030001,32030001
217500024436,65,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500024547,10,"32030001,32030002","32030001,32030002"
217500024720,10,"32030001,32030002",NULL
217500024967,31,"32030001,32030002,32030003","32030001,32030002,32030003"
217500025246,72,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
217500025505,11,"32030001,32030002","32030001,32030002"
217500025544,131,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
217500025865,17,"32030001,32030002","32030001,32030002"
217500026036,37,"32030001,32030002,32030003","32030001,32030002,32030003"
217500026738,10,"32030001,32030002","32030001,32030002"
217500027217,30,"32030001,32030002,32030003","32030001,32030002,32030003"
217500027307,46,"32030001,32030002,32030003","32030001,32030002,32030003"
217500027840,12,"32030001,32030002","32030001,32030002"
217500027902,1,32030001,32030001
217500027929,10,"32030001,32030002","32030001,32030002"
